match_id,participant_id,pc1,pc2,pc3
EUW1_7610037736,10,-1.403364,-2.212484,0.751161
EUW1_7610038534,1,2.517956,0.461353,0.10856
EUW1_7610038534,2,-0.655258,2.003658,2.149095
EUW1_7610038534,3,1.629592,-0.063422,-0.572978
EUW1_7610038534,4,-0.066226,-0.232048,-0.633409
EUW1_7610038534,5,-2.408188,-0.374016,-0.843608
EUW1_7610038534,6,1.606277,-0.958591,0.251869
EUW1_7610038534,7,-0.629077,0.067795,1.747132
EUW1_7610038534,8,1.774321,-0.748881,0.075645
EUW1_7610038534,9,1.326122,0.170371,-0.659121
EUW1_7610038534,10,-1.672559,-1.937553,-0.301734
EUW1_7610043665,1,3.617694,0.389052,0.722121
EUW1_7610043665,2,-0.399056,2.591823,2.368695
EUW1_7610043665,3,1.07392,0.21306,-0.255337
EUW1_7610043665,4,-0.436672,-0.882283,0.023263
EUW1_7610043665,5,-2.383639,-0.465424,0.195367
EUW1_7610043665,6,2.231905,-1.654734,1.378618
EUW1_7610043665,7,-0.183191,-0.029534,3.011262
EUW1_7610043665,8,2.038745,-1.552779,0.473676
EUW1_7610043665,9,0.632529,-1.68478,-0.101591
EUW1_7610043665,10,-1.450175,-2.534157,0.315247
EUW1_7610048849,1,-0.111933,-1.655013,-0.358372
EUW1_7610048849,2,-2.997319,1.140219,0.267143
EUW1_7610048849,3,0.493149,0.654732,-2.508145
EUW1_7610048849,4,0.001525,1.41342,-1.978644
EUW1_7610048849,5,-2.529526,0.880856,-2.247351
EUW1_7610048849,6,-0.102609,2.170342,-2.300736
EUW1_7610048849,7,-1.877904,2.896213,0.766998
EUW1_7610048849,8,1.201969,2.505866,-1.720569
EUW1_7610048849,9,-0.959266,1.012987,-2.117164
EUW1_7610048849,10,-2.233445,-1.805051,-0.707168
EUW1_7610049326,1,1.505682,-1.342882,0.439587
EUW1_7610049326,2,-0.504884,0.498899,1.769106
EUW1_7610049326,3,2.086998,-0.440928,-0.442781
EUW1_7610049326,4,-0.168051,-1.729957,0.062954
EUW1_7610049326,5,-2.286142,-2.566621,0.407184
EUW1_7610049326,6,2.496731,2.465874,-1.122933
EUW1_7610049326,7,-0.237568,2.088021,1.946095
EUW1_7610049326,8,1.780407,0.92477,-1.474437
EUW1_7610049326,9,-0.495365,-0.536301,-0.949835
EUW1_7610049326,10,-2.195749,-0.844573,-1.411642
EUW1_7610050209,1,2.022669,-0.259857,0.612957
EUW1_7610050209,2,-1.441604,1.555335,1.553712
EUW1_7610050209,3,2.023283,-0.307435,0.259012
EUW1_7610050209,4,0.312017,-0.980018,-0.330438
EUW1_7610050209,5,-2.695326,-0.942051,0.097476
EUW1_7610050209,6,2.228456,-1.254566,0.81406
EUW1_7610050209,7,-1.694088,1.103643,1.641217
EUW1_7610050209,8,0.969838,-1.010098,-0.349667
EUW1_7610050209,9,-0.132282,1.124673,-1.624189
EUW1_7610050209,10,-3.441311,-0.96088,-1.357374
EUW1_7610055351,1,2.916609,-1.254464,0.647818
EUW1_7610055351,2,0.182261,1.682773,2.733103
EUW1_7610055351,3,1.996503,-0.508556,0.267199
EUW1_7610055351,4,0.451616,-0.777466,-0.309688
EUW1_7610055351,5,-0.94098,-1.61613,0.862199
EUW1_7610055351,6,3.306327,1.406919,-0.051671
EUW1_7610055351,7,-1.665435,0.654405,1.456022
EUW1_7610055351,8,1.550187,-0.375772,0.174328
EUW1_7610055351,9,0.433646,-0.574445,-0.547521
EUW1_7610055351,10,-1.695855,-1.01524,-0.259894
EUW1_7610057030,1,2.315046,0.272491,0.488485
EUW1_7610057030,2,-1.269661,1.119816,1.952652
EUW1_7610057030,3,1.195242,-0.387813,-0.670424
EUW1_7610057030,4,-0.167862,-0.203489,-0.401514
EUW1_7610057030,5,-2.467736,-1.686571,-0.1374
EUW1_7610057030,6,2.564087,-0.710676,0.497107
EUW1_7610057030,7,-0.405041,0.64989,2.87922
EUW1_7610057030,8,2.117669,-0.819516,-0.424676
EUW1_7610057030,9,1.003568,0.750954,-0.670445
EUW1_7610057030,10,-2.486581,-1.43564,-0.043985
EUW1_7610059716,1,1.176685,-0.385808,-0.393365
EUW1_7610059716,2,-0.800837,2.918034,1.066233
EUW1_7610059716,3,0.922789,-0.328531,-0.641974
EUW1_7610059716,4,-1.427484,-0.217644,-0.995802
EUW1_7610059716,5,-1.772115,-0.26704,-0.396964
EUW1_7610059716,6,2.380329,1.189942,-0.216064
EUW1_7610059716,7,-0.579354,3.550224,1.709144
EUW1_7610059716,8,0.563434,-1.00667,-0.006679
EUW1_7610059716,9,0.182148,-1.952921,-0.065279
EUW1_7610059716,10,-1.657694,-1.759244,0.570927
EUW1_7610064618,1,1.60954,-0.841024,0.815412
EUW1_7610064618,2,-0.644147,0.290747,2.345899
EUW1_7610064618,3,1.398922,-0.20992,-0.461237
EUW1_7610064618,4,0.303336,-1.348344,-0.320166
EUW1_7610064618,5,-1.503122,-2.246561,0.395765
EUW1_7610064618,6,2.919437,0.737749,-0.337694
EUW1_7610064618,7,-1.021573,2.712372,1.214717
EUW1_7610064618,8,2.341811,0.075163,-0.296353
EUW1_7610064618,9,-0.009674,-0.486443,-1.009661
EUW1_7610064618,10,-2.814027,-0.420732,-0.573852
EUW1_7610064961,1,1.017719,-0.424132,-0.079128
EUW1_7610064961,2,-1.246994,1.555125,1.146748
EUW1_7610064961,3,0.629674,-0.585072,-0.369463
EUW1_7610064961,4,-0.707212,-0.187269,-1.096188
EUW1_7610064961,5,-2.771448,-1.627523,-0.234677
EUW1_7610064961,6,2.316458,0.654646,-0.80694
EUW1_7610064961,7,-1.683549,1.740999,0.957979
EUW1_7610064961,8,0.823845,0.474995,-1.390587
EUW1_7610064961,9,-0.533899,1.984191,-1.908658
EUW1_7610064961,10,-2.324974,-0.422247,-0.701287
EUW1_7610066639,1,1.102246,0.205249,-0.252162
EUW1_7610066639,2,-1.722234,1.215716,0.860113
EUW1_7610066639,3,2.571616,0.489874,-0.397102
EUW1_7610066639,4,-0.809745,0.448455,-1.039787
EUW1_7610066639,5,-2.291073,-1.025016,-0.29094
EUW1_7610066639,6,0.686566,1.053799,-1.458355
EUW1_7610066639,7,-0.995933,2.970967,1.057709
EUW1_7610066639,8,0.75429,-0.452347,-0.541937
EUW1_7610066639,9,-1.174602,0.045552,-1.1628
EUW1_7610066639,10,-2.378211,0.666308,-1.228436
EUW1_7610076453,1,1.438579,0.803704,-0.276255
EUW1_7610076453,2,-1.36713,3.21529,0.078581
EUW1_7610076453,3,-0.880735,0.003681,-1.569444
EUW1_7610076453,4,0.457816,1.583065,-2.555658
EUW1_7610076453,5,-4.626195,0.20962,-1.868244
EUW1_7610076453,6,0.789044,0.641585,-1.099502
EUW1_7610076453,7,-1.901431,3.090966,-0.188497
EUW1_7610076453,8,1.472305,1.990543,-1.98555
EUW1_7610076453,9,-1.174211,-0.087652,-1.559806
EUW1_7610076453,10,-3.070308,-1.440185,-0.732089
EUW1_7610076496,1,1.753847,0.220173,-1.008107
EUW1_7610076496,2,-1.472715,0.018653,0.796209
EUW1_7610076496,3,0.956898,-0.58599,-0.937837
EUW1_7610076496,4,0.865183,0.564598,-1.561448
EUW1_7610076496,5,-1.676235,-0.835049,-0.730738
EUW1_7610076496,6,1.094493,1.033446,-0.70391
EUW1_7610076496,7,-1.709578,2.856451,0.631219
EUW1_7610076496,8,2.365458,4.117595,-2.630816
EUW1_7610076496,9,-1.7724,1.65331,-2.079134
EUW1_7610076496,10,-3.75853,-0.378066,-0.963913
EUW1_7610078374,1,1.973995,-0.383869,0.535668
EUW1_7610078374,2,-1.248391,2.254578,1.854615
EUW1_7610078374,3,0.309812,-0.330486,-0.521671
EUW1_7610078374,4,1.257492,0.804096,-1.153086
EUW1_7610078374,5,-2.337437,-1.199261,-0.489306
EUW1_7610078374,6,3.153881,-0.609853,0.169584
EUW1_7610078374,7,-1.677223,1.011967,2.216412
EUW1_7610078374,8,1.82622,-0.329997,-0.552839
EUW1_7610078374,9,-0.378925,-1.573616,-0.358584
EUW1_7610078374,10,-2.672792,-2.441532,0.394782
EUW1_7610087625,1,1.307804,1.601237,-2.640802
EUW1_7610087625,2,-1.960687,3.265499,-0.512147
EUW1_7610087625,3,-0.484947,3.04448,-3.795578
EUW1_7610087625,4,-1.995886,1.913999,-2.702092
EUW1_7610087625,5,-5.03902,1.024969,-3.803434
EUW1_7610087625,6,0.682171,0.138651,-1.416957
EUW1_7610087625,7,-2.32279,4.531271,-1.027082
EUW1_7610087625,8,1.17986,1.89775,-2.855382
EUW1_7610087625,9,-1.432163,3.558085,-3.146314
EUW1_7610087625,10,-3.531954,1.361588,-2.903652
EUW1_7610093335,1,1.990659,0.772875,-0.938775
EUW1_7610093335,2,-3.112113,2.786356,0.069883
EUW1_7610093335,3,1.319052,0.448262,-1.124155
EUW1_7610093335,4,-1.495,0.385364,-1.73713
EUW1_7610093335,5,-3.80424,-0.227013,-2.22369
EUW1_7610093335,6,1.249748,0.236224,-0.471441
EUW1_7610093335,7,-1.705348,3.360579,0.487258
EUW1_7610093335,8,1.001544,-0.119399,-1.184764
EUW1_7610093335,9,-0.524571,1.124766,-1.688314
EUW1_7610093335,10,-2.779718,1.317245,-1.67805
EUW1_7610099253,1,2.493515,-0.860182,0.81461
EUW1_7610099253,2,-1.009246,1.730307,1.830343
EUW1_7610099253,3,1.141824,-0.758777,-0.713466
EUW1_7610099253,4,-0.112103,-0.866803,-0.296585
EUW1_7610099253,5,-2.630556,-0.913194,-0.300226
EUW1_7610099253,6,2.622597,-1.45663,0.996491
EUW1_7610099253,7,-1.001195,-1.032841,2.059922
EUW1_7610099253,8,0.777305,-0.651369,-0.079626
EUW1_7610099253,9,-0.069191,-2.384851,0.724854
EUW1_7610099253,10,-0.619592,-1.768094,0.34279
EUW1_7610103074,1,2.409421,-0.568468,0.825164
EUW1_7610103074,2,0.243434,2.61619,1.876032
EUW1_7610103074,3,1.225842,-1.631239,1.028587
EUW1_7610103074,4,1.138484,-0.61055,0.19707
EUW1_7610103074,5,-1.615963,-1.803199,0.943571
EUW1_7610103074,6,2.749502,-0.568054,1.162156
EUW1_7610103074,7,0.156485,0.098965,3.054705
EUW1_7610103074,8,2.640071,-0.238607,0.212803
EUW1_7610103074,9,-0.681041,-2.251525,0.630744
EUW1_7610103074,10,-1.644455,-2.493852,0.820174
EUW1_7610104682,1,1.988478,-0.716392,0.670234
EUW1_7610104682,2,-1.081412,-0.218155,2.488507
EUW1_7610104682,3,0.90939,-1.445672,0.036072
EUW1_7610104682,4,0.029754,-1.598368,0.433312
EUW1_7610104682,5,-1.608109,-1.567762,0.662213
EUW1_7610104682,6,2.295038,0.235184,-0.136551
EUW1_7610104682,7,-0.386684,0.178533,2.383824
EUW1_7610104682,8,2.261885,1.487807,-0.404548
EUW1_7610104682,9,-0.775585,-1.330728,0.203928
EUW1_7610104682,10,-1.382097,-1.300776,0.460272
EUW1_7610108303,1,1.494733,0.07413,-0.133448
EUW1_7610108303,2,-1.608852,0.073502,1.518997
EUW1_7610108303,3,1.925997,2.373219,-1.572999
EUW1_7610108303,4,-0.059885,1.520239,-2.531007
EUW1_7610108303,5,-2.054242,0.094875,-1.121338
EUW1_7610108303,6,1.271415,1.077968,-1.626054
EUW1_7610108303,7,-0.824615,3.224655,0.846684
EUW1_7610108303,8,0.534273,-0.782141,-0.385418
EUW1_7610108303,9,-0.802894,0.387624,-1.227956
EUW1_7610108303,10,-3.585367,-1.736561,-0.947463
EUW1_7610110063,1,1.159636,-0.579271,0.632578
EUW1_7610110063,2,0.101838,0.289594,2.127217
EUW1_7610110063,3,1.851414,-0.209563,-0.388868
EUW1_7610110063,4,-0.459192,-1.153607,-0.42708
EUW1_7610110063,5,-1.506427,-1.43322,-0.138417
EUW1_7610110063,6,0.996529,1.463661,-1.556778
EUW1_7610110063,7,-1.722332,1.833315,1.781232
EUW1_7610110063,8,1.196155,1.962137,-1.200644
EUW1_7610110063,9,-0.046306,0.069449,-0.898986
EUW1_7610110063,10,-1.973761,0.837137,-1.345915
EUW1_7610113756,1,0.497893,-0.632298,-0.41303
EUW1_7610113756,2,-1.304005,4.178514,0.859201
EUW1_7610113756,3,1.386229,0.256523,-1.103278
EUW1_7610113756,4,-2.212754,2.150411,-1.343958
EUW1_7610113756,5,-2.226877,0.460421,-1.139976
EUW1_7610113756,6,2.19714,-0.10333,-0.568819
EUW1_7610113756,7,-1.297034,0.437707,1.065495
EUW1_7610113756,8,0.097642,-0.87175,0.017525
EUW1_7610113756,9,-1.616073,-2.390768,-0.357905
EUW1_7610113756,10,-1.047167,-1.717398,0.341141
EUW1_7610161835,1,2.432493,-1.029841,0.894577
EUW1_7610161835,2,-0.337151,-0.642431,2.71917
EUW1_7610161835,3,1.631945,-0.398707,0.378122
EUW1_7610161835,4,-0.236862,-0.667597,-0.510136
EUW1_7610161835,5,-1.419465,-1.900747,0.239208
EUW1_7610161835,6,2.477158,1.251588,-0.672416
EUW1_7610161835,7,-1.523108,2.680761,1.736527
EUW1_7610161835,8,0.630518,0.728904,-0.708978
EUW1_7610161835,9,-0.46042,-0.193358,-0.934846
EUW1_7610161835,10,-2.841027,-1.984632,0.63272
EUW1_7610167221,1,2.124719,-1.478098,0.752551
EUW1_7610167221,2,-0.357192,0.046478,2.047318
EUW1_7610167221,3,0.811548,-1.026497,0.485617
EUW1_7610167221,4,0.142668,-1.150139,-0.375977
EUW1_7610167221,5,-1.78677,-2.546332,0.526329
EUW1_7610167221,6,2.664502,-0.231736,0.347028
EUW1_7610167221,7,0.231047,3.714818,2.908173
EUW1_7610167221,8,1.399502,-0.349939,-0.046138
EUW1_7610167221,9,0.116858,-0.023287,-0.138567
EUW1_7610167221,10,-1.486889,-0.150188,0.303193
EUW1_7610168273,1,1.665416,-0.22249,-0.29171
EUW1_7610168273,2,-4.533701,2.368421,-2.098694
EUW1_7610168273,3,1.394649,1.033213,-1.791702
EUW1_7610168273,4,-1.226241,2.036105,-2.49385
EUW1_7610168273,5,-0.743939,-0.602875,-0.437851
EUW1_7610168273,6,0.62623,0.786633,-1.49822
EUW1_7610168273,7,-1.797342,4.14406,0.358191
EUW1_7610168273,8,-0.680251,-0.412167,-0.865842
EUW1_7610168273,9,-2.101824,0.804672,-1.592258
EUW1_7610168273,10,-2.11885,-0.262637,-1.975452
EUW1_7610170866,1,1.856977,-0.956027,-0.167414
EUW1_7610170866,2,-0.595496,0.405051,1.888389
EUW1_7610170866,3,1.344275,0.165391,-0.644487
EUW1_7610170866,4,0.27162,-0.515245,-1.159589
EUW1_7610170866,5,-1.689207,-0.817678,-0.554665
EUW1_7610170866,6,2.349414,0.222315,-0.892056
EUW1_7610170866,7,-0.952814,3.035558,1.357292
EUW1_7610170866,8,2.437056,4.082384,-2.054362
EUW1_7610170866,9,-0.262073,0.722135,-1.111481
EUW1_7610170866,10,-1.984202,0.010946,-1.337017
EUW1_7610179663,1,2.913883,-0.210444,0.346538
EUW1_7610179663,2,-1.578742,1.892918,2.487259
EUW1_7610179663,3,1.257472,0.757095,-0.038181
EUW1_7610179663,4,-0.549163,-0.416261,-0.479684
EUW1_7610179663,5,-2.327742,-1.104374,0.6394
EUW1_7610179663,6,2.798105,-0.93603,0.418772
EUW1_7610179663,7,-2.008387,-0.191141,1.399845
EUW1_7610179663,8,1.859587,-1.374013,-0.122829
EUW1_7610179663,9,-0.156748,-1.733085,0.193908
EUW1_7610179663,10,-2.366669,-2.378819,0.674358
EUW1_7610180596,1,3.228599,1.030687,0.046276
EUW1_7610180596,2,-0.597742,2.677682,1.577887
EUW1_7610180596,3,2.022385,1.173322,-0.648051
EUW1_7610180596,4,0.830964,0.580856,-0.542872
EUW1_7610180596,5,-2.549205,-1.517256,-0.08704
EUW1_7610180596,6,0.865857,-1.895034,0.60718
EUW1_7610180596,7,-0.621926,0.906975,1.596105
EUW1_7610180596,8,1.067255,-1.466538,-0.225147
EUW1_7610180596,9,0.300738,-1.558462,-0.016029
EUW1_7610180596,10,-1.668297,-1.920212,0.592792
EUW1_7610184407,1,2.444557,0.384906,0.124681
EUW1_7610184407,2,-1.41315,0.02992,1.161686
EUW1_7610184407,3,1.508047,-0.765075,-0.57438
EUW1_7610184407,4,1.285991,0.002236,-1.088498
EUW1_7610184407,5,-2.080509,-1.958787,-0.23524
EUW1_7610184407,6,0.993518,0.564305,-0.598289
EUW1_7610184407,7,-1.790718,2.739705,0.667509
EUW1_7610184407,8,1.484553,2.087053,-1.667406
EUW1_7610184407,9,-0.334452,-0.209019,-1.669497
EUW1_7610184407,10,-3.284763,-0.534292,-1.406432
EUW1_7610191826,1,2.885495,0.06705,0.046457
EUW1_7610191826,2,0.756663,3.349943,2.414857
EUW1_7610191826,3,1.386822,-1.268507,0.33416
EUW1_7610191826,4,0.996502,-1.154421,-0.003693
EUW1_7610191826,5,-1.51047,-1.782451,0.616156
EUW1_7610191826,6,2.02332,-1.261591,0.235572
EUW1_7610191826,7,-0.285398,-0.046839,2.872584
EUW1_7610191826,8,1.888228,-0.585399,-0.350967
EUW1_7610191826,9,0.990326,-1.403664,-0.107759
EUW1_7610191826,10,-1.244052,-1.819014,0.51266
EUW1_7610204766,1,2.906513,-0.739456,1.252494
EUW1_7610204766,2,-1.037343,0.739272,2.370433
EUW1_7610204766,3,1.98738,-0.969546,0.185559
EUW1_7610204766,4,0.438959,-0.465548,-0.387096
EUW1_7610204766,5,-2.194874,-1.512837,0.009553
EUW1_7610204766,6,2.294119,-1.26617,0.326777
EUW1_7610204766,7,0.018333,0.184845,2.681204
EUW1_7610204766,8,1.724108,-1.472782,0.049669
EUW1_7610204766,9,0.397256,-1.998705,0.143843
EUW1_7610204766,10,-0.947449,-2.364952,1.02204
EUW1_7610215966,1,2.17111,-0.00202,0.228466
EUW1_7610215966,2,-0.841891,1.55283,2.191261
EUW1_7610215966,3,2.436157,1.230318,-0.692451
EUW1_7610215966,4,0.492873,-0.430414,-0.738836
EUW1_7610215966,5,-2.798351,-1.323321,-0.410384
EUW1_7610215966,6,2.765185,-0.527068,0.158913
EUW1_7610215966,7,-1.319228,0.092433,1.284853
EUW1_7610215966,8,1.049542,-1.305996,0.143527
EUW1_7610215966,9,0.398908,-2.126633,0.090132
EUW1_7610215966,10,-1.914409,-2.648257,0.71079
EUW1_7610217447,1,2.32258,-1.10915,0.780801
EUW1_7610217447,2,-1.081398,0.333614,2.331528
EUW1_7610217447,3,0.56704,-0.107899,-0.081922
EUW1_7610217447,4,0.466002,-1.778172,-0.189457
EUW1_7610217447,5,-2.489993,-1.653841,0.474033
EUW1_7610217447,6,2.699277,-0.708575,0.807003
EUW1_7610217447,7,-0.966078,3.722107,1.931241
EUW1_7610217447,8,1.416722,-0.093369,-0.886966
EUW1_7610217447,9,-0.936421,0.50526,-0.850484
EUW1_7610217447,10,-3.457098,-0.819073,-0.771379
EUW1_7610219722,1,0.846619,-1.696033,0.179417
EUW1_7610219722,2,-2.05915,3.847422,-0.857071
EUW1_7610219722,3,1.108364,1.809732,-2.131788
EUW1_7610219722,4,-0.715298,3.044567,-2.97378
EUW1_7610219722,5,-3.879968,-0.185284,-2.544808
EUW1_7610219722,6,2.265651,1.919718,-0.897504
EUW1_7610219722,7,-2.073561,2.095266,1.088207
EUW1_7610219722,8,0.672299,-1.057447,-0.382788
EUW1_7610219722,9,-0.635618,0.693836,-1.438582
EUW1_7610219722,10,-3.380491,-0.073842,-1.551476
EUW1_7610223478,1,0.710981,-1.508712,0.570482
EUW1_7610223478,2,-1.122078,0.418524,1.533777
EUW1_7610223478,3,2.794285,1.848851,-1.369286
EUW1_7610223478,4,-0.335535,-0.788767,-0.570555
EUW1_7610223478,5,-2.603626,-1.419391,-0.422182
EUW1_7610223478,6,2.275194,1.103699,-1.16122
EUW1_7610223478,7,-1.636482,2.935816,1.208318
EUW1_7610223478,8,1.55302,1.493914,-0.989134
EUW1_7610223478,9,-0.033475,0.019013,-1.608336
EUW1_7610223478,10,-3.037083,-0.719525,-1.199115
EUW1_7610231181,1,2.083461,1.25079,-0.396092
EUW1_7610231181,2,-1.334496,3.875129,0.369676
EUW1_7610231181,3,0.554705,0.361341,-1.191278
EUW1_7610231181,4,-0.427902,-0.296652,-1.338426
EUW1_7610231181,5,-3.528827,-1.356867,-1.892192
EUW1_7610231181,6,2.030426,-0.688395,0.31169
EUW1_7610231181,7,-2.148278,1.546978,0.215419
EUW1_7610231181,8,0.96298,0.025509,-0.582168
EUW1_7610231181,9,-0.193122,-0.257775,-0.671338
EUW1_7610231181,10,-1.690929,-1.772572,0.034595
EUW1_7610237442,1,2.550164,-0.726301,0.405065
EUW1_7610237442,2,-1.141175,0.610069,2.321504
EUW1_7610237442,3,0.932362,-0.406576,-0.22753
EUW1_7610237442,4,-0.077307,1.147077,-0.059615
EUW1_7610237442,5,-1.896973,-2.072808,0.063711
EUW1_7610237442,6,0.943607,-1.28441,0.51995
EUW1_7610237442,7,-1.500369,0.068192,2.217041
EUW1_7610237442,8,0.942214,-1.308507,0.332862
EUW1_7610237442,9,-0.749671,-1.432796,-0.116741
EUW1_7610237442,10,-0.832626,-0.799908,0.547071
EUW1_7610237593,1,0.827795,-0.463513,-0.296221
EUW1_7610237593,2,-0.841005,3.502289,1.082941
EUW1_7610237593,3,1.598212,0.461943,-0.874081
EUW1_7610237593,4,0.497524,2.356078,-1.538491
EUW1_7610237593,5,-3.266378,0.064953,-0.880644
EUW1_7610237593,6,2.22115,0.528605,-0.857897
EUW1_7610237593,7,-0.430039,1.859379,1.616238
EUW1_7610237593,8,1.594609,-0.120994,-0.572025
EUW1_7610237593,9,0.301557,-1.262004,1.036558
EUW1_7610237593,10,-0.407787,-0.273107,-0.391352
EUW1_7610241419,1,3.657735,0.223705,1.161588
EUW1_7610241419,2,-0.18129,0.393327,2.995088
EUW1_7610241419,3,2.311134,-0.965123,0.082474
EUW1_7610241419,4,0.155904,-1.351415,-0.405058
EUW1_7610241419,5,-2.521577,-1.837161,-0.039967
EUW1_7610241419,6,1.34446,-1.694043,1.141633
EUW1_7610241419,7,-0.549129,-0.013011,3.125909
EUW1_7610241419,8,1.84295,-1.170272,0.480109
EUW1_7610241419,9,0.310997,-1.846378,-0.113186
EUW1_7610241419,10,-1.80071,-2.704438,0.570539
EUW1_7610245588,1,1.023248,-0.468948,-1.327606
EUW1_7610245588,2,-1.754121,1.230709,0.920992
EUW1_7610245588,3,1.093351,-0.224196,-1.561999
EUW1_7610245588,4,0.342619,-0.117081,-1.69777
EUW1_7610245588,5,-3.186243,-0.445179,-0.715177
EUW1_7610245588,6,-0.025084,0.706655,-2.009309
EUW1_7610245588,7,-1.46116,2.310322,1.021265
EUW1_7610245588,8,1.254458,4.627376,-2.944237
EUW1_7610245588,9,-0.621499,2.217355,-3.310268
EUW1_7610245588,10,-4.030561,0.940749,-2.879674
EUW1_7610248745,1,0.811736,-0.277458,-0.422701
EUW1_7610248745,2,-1.943158,1.148369,-0.227961
EUW1_7610248745,3,0.393147,-0.195556,-0.543903
EUW1_7610248745,4,0.342677,-0.45116,-0.786295
EUW1_7610248745,5,-3.026744,-1.277187,-0.634211
EUW1_7610248745,6,0.768729,-0.163576,-0.009449
EUW1_7610248745,7,-2.69518,4.275318,0.642865
EUW1_7610248745,8,0.82538,3.769689,-2.716134
EUW1_7610248745,9,-1.43943,0.689184,-2.201437
EUW1_7610248745,10,-4.76313,0.398486,-2.253431
EUW1_7610252234,1,2.336343,-1.000623,0.676149
EUW1_7610252234,2,0.423332,2.205674,2.435566
EUW1_7610252234,3,0.947483,-0.860795,0.192001
EUW1_7610252234,4,1.161742,1.025403,-1.014366
EUW1_7610252234,5,-2.617393,-0.450109,-0.795908
EUW1_7610252234,6,2.872134,-0.749545,0.82111
EUW1_7610252234,7,-0.408344,1.099087,2.653245
EUW1_7610252234,8,1.240045,-0.629759,0.11098
EUW1_7610252234,9,0.883895,-1.407701,0.001478
EUW1_7610252234,10,-1.924485,-1.273641,0.148153
EUW1_7610257451,1,1.456916,-1.667907,0.817666
EUW1_7610257451,2,-0.307116,1.363572,2.346564
EUW1_7610257451,3,0.829831,-1.182215,0.433391
EUW1_7610257451,4,0.635519,-0.266517,-0.853342
EUW1_7610257451,5,-1.87418,-2.112649,0.075844
EUW1_7610257451,6,3.451751,0.916462,-0.371822
EUW1_7610257451,7,-1.751915,2.178645,1.247296
EUW1_7610257451,8,1.322266,0.167425,-0.67651
EUW1_7610257451,9,-0.459753,1.258849,-1.270209
EUW1_7610257451,10,-3.408124,-0.496123,-1.928952
EUW1_7610261495,1,0.833111,2.647173,-1.685549
EUW1_7610261495,2,-2.48541,2.517822,0.226092
EUW1_7610261495,3,-1.02329,1.291383,-1.529107
EUW1_7610261495,4,-1.401438,1.317089,-2.066545
EUW1_7610261495,5,-3.837528,-0.903363,-0.944792
EUW1_7610261495,6,0.992389,0.244992,-0.815601
EUW1_7610261495,7,-0.636122,2.732655,1.144524
EUW1_7610261495,8,1.907082,0.45493,-0.360142
EUW1_7610261495,9,-1.095692,0.405428,-1.623218
EUW1_7610261495,10,-3.29331,-1.290204,-0.878575
EUW1_7610266504,1,2.008668,0.1435,-0.094889
EUW1_7610266504,2,-3.780875,2.945087,0.049709
EUW1_7610266504,3,0.661433,2.253107,-2.587824
EUW1_7610266504,4,0.569291,0.668628,-1.928359
EUW1_7610266504,5,-3.528051,-1.441565,-1.492354
EUW1_7610266504,6,1.870294,-0.967814,-0.043752
EUW1_7610266504,7,-0.343159,1.625981,1.199726
EUW1_7610266504,8,0.245686,-0.085844,-1.511991
EUW1_7610266504,9,-0.215493,-1.097038,-0.724248
EUW1_7610266504,10,-3.884163,-1.750762,-1.077559
EUW1_7610267506,1,1.039747,-1.757081,0.308746
EUW1_7610267506,2,-1.753949,1.14277,2.359296
EUW1_7610267506,3,1.521044,-0.861009,-0.483632
EUW1_7610267506,4,0.69999,0.631901,-0.992935
EUW1_7610267506,5,-1.667965,0.705407,-0.261842
EUW1_7610267506,6,1.984433,0.900755,-1.676066
EUW1_7610267506,7,-1.549076,2.699972,0.046109
EUW1_7610267506,8,0.679714,0.595348,-1.557639
EUW1_7610267506,9,-0.860741,2.457625,-3.118018
EUW1_7610267506,10,-3.296356,-0.852942,-1.40454
EUW1_7610269640,1,3.126543,-0.051449,-0.15741
EUW1_7610269640,2,-0.668268,0.382102,1.616356
EUW1_7610269640,3,0.881217,-1.23477,0.061983
EUW1_7610269640,4,0.115963,-0.82589,-0.848593
EUW1_7610269640,5,-3.130523,-2.640054,-0.645682
EUW1_7610269640,6,1.010494,0.118091,-0.672091
EUW1_7610269640,7,-1.956116,3.613638,0.387831
EUW1_7610269640,8,0.372063,1.936189,-2.102507
EUW1_7610269640,9,-1.357798,0.486774,-1.760791
EUW1_7610269640,10,-3.17999,-0.26318,-1.341599
EUW1_7610274964,1,2.143931,-0.557566,0.286966
EUW1_7610274964,2,-0.800409,0.087078,2.204195
EUW1_7610274964,3,1.774744,-0.587256,-0.560906
EUW1_7610274964,4,0.595906,-1.64527,-0.487785
EUW1_7610274964,5,-2.785755,-2.008775,-0.326197
EUW1_7610274964,6,1.59471,2.01657,-1.993873
EUW1_7610274964,7,-3.085897,3.793042,-0.27996
EUW1_7610274964,8,0.222805,0.78386,-1.164154
EUW1_7610274964,9,0.128703,1.801657,-1.696673
EUW1_7610274964,10,-1.930122,-0.365119,-1.348074
EUW1_7610276788,1,2.28605,0.521205,0.139057
EUW1_7610276788,2,-0.42658,2.050105,1.792033
EUW1_7610276788,3,0.95957,-0.075343,-0.388106
EUW1_7610276788,4,1.890034,0.820664,-0.853357
EUW1_7610276788,5,-1.740833,-2.036715,0.274596
EUW1_7610276788,6,1.801722,-1.19507,0.171586
EUW1_7610276788,7,-0.731688,1.535105,2.025243
